comune,mese,tot_rsu
ALTAMURA,2018-12-01,0.19723553329851248
ALTAMURA,2019-01-01,0.17032378147921406
ALTAMURA,2019-02-01,0.15101420787215378
ALTAMURA,2019-03-01,0.14526670270243328
ALTAMURA,2019-04-01,0.17274834909598868
ALTAMURA,2019-05-01,0.2500999622795616
ALTAMURA,2019-06-01,0.306066359849463
ALTAMURA,2019-07-01,0.33222247705897434
ALTAMURA,2019-08-01,0.274236328097247
ALTAMURA,2019-09-01,0.2677361603069636
ALTAMURA,2019-10-01,0.23923592547571784
ALTAMURA,2019-11-01,0.27239586316305764
ALTAMURA,2019-12-01,0.25963474640580125
ALTAMURA,2020-01-01,0.2745487521134561
ALTAMURA,2020-02-01,0.2190715725889216
ALTAMURA,2020-03-01,0.15888976666665905
ALTAMURA,2020-04-01,0.09029714055500397
ALTAMURA,2020-05-01,0.10379179109178852
ALTAMURA,2020-06-01,0.15201827642475105
